meaning_ru,id,Bagvalal (Magomedova 2004),Bagvalal (Magomedova 2004) bor,"Botlikh (Saidova, Abusov 2012)","Botlikh (Saidova, Abusov 2012) bor",Godoberi (Saidova 2006),Godoberi (Saidova 2006) bor,"Karata-Tukita (Magomedova, Khalidova 2001)","Karata-Tukita (Magomedova, Khalidova 2001) bor",Botlikh (Alekseev 2006),Botlikh (Alekseev 2006) bor,"Akhvakh (Magomedova, Abdulayeva 2007)","Akhvakh (Magomedova, Abdulayeva 2007) bor",Andi (Salimov 2010),Andi (Salimov 2010) bor,"Tokita (Magomedova, Khalidova 2001)","Tokita (Magomedova, Khalidova 2001) bor",Chamalal (Magomedova 1999),Chamalal (Magomedova 1999) bor,Tindi (Magomedova 2003),Tindi (Magomedova 2003) bor,n_languages
избаловать,1,ГЬОРЧIÓМАДЖ̄И/ЛА,native,,,,,,,,,,,,,,,,,,,1
избаловать,2,,,,,,,,,гогьа́й,native,,,,,,,,,,,1
избаловаться,3,Б/ÁТАX̄У/ЛА,native,,,,,,,,,,,,,,,,,,,1
избегание,1,Л̄ЪŌР,native,,,,,,,,,,,,,,,,,,,1
избегание кого-чего-л.,1,,,,,,,,,,,,,,,,,,,ЛIВАЪÁР,native,1
"избегать, спасаться",1,,,,,,,ХВАС¯А'РЛЪ/АЛЪА,native,,,,,,,,,,,,,1
избежание,1,,,,,,,,,цIи́мдир,native,,,,,,,,,,,1
избежать,1,,,,,,,,,,,х̄вас̄а'лъило̄/рулъIа,native,,,,,,,,,1
избивать,2,,,,,,,,,,,кьвакьвару'/рулъIа,native,,,,,,,,,1
избивать,1,,,,,,,,,,,,,,,,,БУКЬУКЬА̅́ЛА,native,,,1
"избивать, исколотить",1,,,,,,,,,,,,,ДУМУ,native,,,,,,,1
избиение,3,,,,,,,,,,,чIо'ре,native,,,,,,,,,1
избиение,4,КЬВАКЬВÁДАР,native,,,,,,,,,,,,,,,,,,,1
избиение,1,,,,,,,,,ра́хайр,native,,,,,,,,,,,1
избиение,2,,,,,,,,,,,,,,,,,,,КЬВÀКЬВĀР,native,1
избиратель,1,,,,,,,,,избира́тел,rus,,,,,,,,,,,1
избирательный,1,,,,,,,,,сабдиха́б,native,,,,,,,,,,,1
избить,2,,,,,,,,,чIинди́,native,,,,,,,,,,,1
избрание,1,Б/́ИЩИДАР,native,,,,,,,,,,,,,,,,,,,1
избранник,1,,,,,,,,,сабдо́,native,,,,,,,,,,,1
избранница,1,,,,,,,,,сабда́й,native,,,,,,,,,,,1
избранный,1,,,,,,,,,,,б/и'щила̄да/б/е,native,,,,,,,,,1
избранный,2,,,,,,,,,сабд=а́б,native,,,,,,,,,,,1
избрать,2,,,,,,,,,сабди́,native,,,,,,,,,,,1
избыток,1,,,,,,,,,экIва́б на,native,,,,,,,,,,,1
избыточный,2,,,,,,,,,,,кьекIу'с̄е/б/е,native,,,,,,,,,1
извести,1,,,,,,,,,б=ичIа́й,native,,,,,,,,,,,1
известие,1,,,,,,,,,,,х̄аба',arab,,,,,,,,,1
"известие, слух, весть, сообщение, новость",1,,,,,,,,,,,,,ХАБАР,arab,,,,,,,1
известить,1,,,,,,,,,бегъа́й,native,,,,,,,,,,,1
известняк,1,,,,,,,,,бе́да,native,,,,,,,,,,,1
известь,3,,,ссугъа́т,native,,,,,,,,,,,,,,,,,1
известь,2,,,,,ГЯ́ЧИ,native,,,,,,,,,,,,,,,1
"известь, известка",1,,,,,,,ГАЧ/Е',native,,,,,,,,,,,,,1
извечный,1,,,,,,,,,,,,,ССАХЪАТИ,native,,,,,,,1
"извещать, сообщить о чем-либо",1,,,,,,,Б/А'ЪА¯/ЛЪА,native,,,,,,,,,,,,,1
извещение,1,,,,,,,,,а́ᴴгьайр,native,,,,,,,,,,,1
извиваться,1,,,,,,,,,,,,,,,,,СУТIА̅ЛА,native,,,1
извилина,1,,,,,,,,,сса́рдир,native,,,,,,,,,,,1
извинить,1,,,,,,,,,гура́й,native,,,,,,,,,,,1
извиниться,1,,,,,,,,,ву́лълъиталу,native,,,,,,,,,,,1
извиться,1,,,,,,,,,кIичIачIи́ла багьи́,native,,,,,,,,,,,1
извлечение,1,,,,,,,,,,,б/ехъе',native,,,,,,,,,1
извлечение,2,Б/УГЬ́УГЬАР¹,native,,,,,,,,,,,,,,,,,,,1
извне,1,,,,,,,,,о́рссуку,native,,,,,,,,,,,1
извращенность,1,,,,,,,,,суру́къабир,native,,,,,,,,,,,1
извращенный,1,,,,,,,,,суру́къаб,native,,,,,,,,,,,1
"изгиб, крутизна, круч, поворот, завиток",1,,,,,,,,,,,,,КЬУРУННИР,native,,,,,,,1
изгнание,1,,,,,,,,,ву́тайр,native,,,,,,,,,,,1
изгнанник,1,,,,,,,,,вихха́ймалигьо гье́кIва,native,,,,,,,,,,,1
изгнать,1,,,,,,,,,вихха́й,native,,,,,,,,,,,1
изголовье,1,,,,,,,,,гьале́ ра́хъи,native,,,,,,,,,,,1
изгородь,1,,,,,,,,,,,ко'ло,native,,,,,,,,,1
"изгородь, загон, частокол",1,,,,,,,,,,,,,ЧАЛИ,native,,,,,,,1
изготавливать,3,,,,,,,,,,,,,,,,,БУ̀ХУХЛА,native,,,1
изготавливать что-л.,2,,,,,,,,,,,,,,,,,,,Б/У̀ХУХ/ИЛЪ’А²,native,1
изготовиться,1,,,,,,,,,хIадури́,native,,,,,,,,,,,1
изготовление,1,,,,,,,,,,,хIаду'рилайе,native,,,,,,,,,1
изготовление,2,Б/УГЬ́УГЬАР¹,native,,,,,,,,,,,,,,,,,,,1
изготовление чего-л.,1,,,,,,,,,,,,,,,,,,,Б/У̀ХАР²,native,1
изгрызть,1,,,,,,,,,къирди́,native,,,,,,,,,,,1
"издавать легкий звук, полоскать, полоскаться",1,,,,,,,,,,,,,ХАЛХАШДУ,native,,,,,,,1
издавать легкий шорох,1,,,,,,,,,,,,,ХАБХАРУННУ,native,,,,,,,1
издавать легкий шорох многократно,1,,,,,,,,,,,,,ХАБХАШДУ,native,,,,,,,1
издавать шум,1,,,,,,,,,,,,,,,,,,,ДВÁРГЪ/ӢЛЪ’А,native,1
издалека,3,,,чIчIидура́хику,native,,,,,,,,,,,,,,,,,1
издание,3,,,,,,,,,,,,,,,,,,,Б/У̀ХАР²,native,1
"издание звука, затрещина",2,,,,,,,,,,,,,ЧӀЧӀВАРХЪИ-ЧӀЧӀИРХЪИ,native,,,,,,,1
издать звук,2,,,,,,,,,,,,,ЧӀЧӀВАРХЪУННУ,native,,,,,,,1
"издать легкий шорох, звук",1,,,,,,,,,,,,,ХАЛХАДУННУ,native,,,,,,,1
издевательский,2,,,,,,,,,хIакъи́ра=б,arab,,,,,,,,,,,1
издевательство,2,,,,,,,,,,,паса'тигуйе,arab,,,,,,,,,1
издевательство,1,,,,,,,,,инжи́тайр,native,,,,,,,,,,,1
издеваться,3,,,,,,,,,,,хIакъигу'рулъIа,arab,,,,,,,,,1
издеваться,1,,,,,,,,,,,,,МАСКЪГАРУБО БИЧЧИДУ,native,,,,,,,1
издеваться,4,,,,,,,,,хIакъира́й,arab,,,,,,,,,,,1
изделие из кислого теста,1,,,,,,,,,,,рукъу',native,,,,,,,,,1
"изделие, продукт, орудие, инструмент",1,,,,,,,,,,,,,ТӀАИЛ,native,,,,,,,1
издыхание,1,,,,,,,,,,,,,ХИРХИРИ,native,,,,,,,1
"издыхающий, умирающий",1,,,,,,,,,,,,,ХИРХИДИРССИ,native,,,,,,,1
изестный,1,,,,,,,,,,,,,,,,,БАСАСИ́Н̅АБ,native,,,1
изжариться на солнце,1,,,,,,,,,ву́кьай,native,,,,,,,,,,,1
изжелта красный ‘,1,,,,,,,,,,,,,ЧАККУЛГЬИРИ,native,,,,,,,1
изживание,1,,,,,,,,,,,,,,,,,,,Б/ЕТIВÁЛÁР²,native,1
изжитие,1,,,,,,,,,б=ила́йр,native,,,,,,,,,,,1
изжить,1,,,,,,,,,б=ети́,native,,,,,,,,,,,1
излечивание,1,Б/ИТĪ́ЕР,native,,,,,,,,,,,,,,,,,,,1
излечивать,1,Б/ӮС̄IÁ/ЙНА,native,,,,,,,,,,,,,,,,,,,1
излечимый,2,,,,,,,,,чадиха́б,native,,,,,,,,,,,1
излишествовать,1,,,,,,,,,,,,,ЛЕКӀУЛДДУ,native,,,,,,,1
излишки ниток,1,,,,,,,РА'КЪАТ|А,native,,,,,,,,,,,,,1
излишне,1,,,,,,,,,,,чака'да,native,,,,,,,,,1
излишне суетиться,1,,,,,,,,,,,,,,,,,БАКIВЕ́ЧХ̅У̅ЛА,native,,,1
излишний,1,,,,,,,,,къварихичIа́=б,native,,,,,,,,,,,1
излишность,1,,,,,,,,,,,,,ЛЕКӀУЛЪИР,native,,,,,,,1
изловчиться,1,,,,,,,,,лебали́,native,,,,,,,,,,,1
изложение,1,,,,,,,,,излаже́ни,rus,,,,,,,,,,,1
изложить,1,,,,,,,,,маси́,native,,,,,,,,,,,1
излучение,1,,,,,,,,,,,нӯ,native,,,,,,,,,1
измазаться,1,,,,,,,,,,,,,БУШОБУХЪИДУ,native,,,,,,,1
измельчание,1,,,,,,,,,,,ти'кĪелъе,native,,,,,,,,,1
"измельчать, крошить",1,,,,,,,,,,,,,ЧӀЧӀАНТӀИЙДУ,native,,,,,,,1
измельчение,2,ЩIÁНĒР,native,,,,,,,,,,,,,,,,,,,1
измельчение зерна,1,,,,,,,,,,,,,ХХИРДИЛ,native,,,,,,,1
измельченные потроха и легкие,1,,,,,,,,,,,,,ПОХЕЩИ,native,,,,,,,1
измельчиться,1,,,кIкIанцIцI/и́,native,,,,,,,,,,,,,,,,,1
измельчиться (сено),1,,,,,,,,,,,,,КӀОКӀОМХУДУ,native,,,,,,,1
"измена, неверность",1,,,,,,,,,,,,,,,,,,,ХИЙÁНАЛЪАР,arab,1
"измена, предательство",1,,,,,,,ХИЙА'НАЛЪЕР,arab,,,,,,,,,,,,,1
измениться,1,,,,,,,,,хи́саб булълъи́,native,,,,,,,,,,,1
измениться в лучшую сторону,1,,,,,,,,,,,шолъу'/рулъIа,native,,,,,,,,,1
изменник,1,,,,,,,,,хийа́нато,arab,,,,,,,,,,,1
"изменник, преданье",1,,,,,,,,,,,,,ХИЙАНАТИ,arab,,,,,,,1
изменяемый,1,,,,,,,,,хи́сатахоб,native,,,,,,,,,,,1
изменяться,1,,,хис/и́,native,,,,,,,,,,,,,,,,,1
измерение,2,Б/АСÁСАН²,native,,,,,,,,,,,,,,,,,,,1
измерение,3,,,,,,,,,ма́сир,native,,,,,,,,,,,1
измеренный,1,,,ма́саб,native,,,,,,,,,,,,,,,,,1
измеритель (площади земли),2,,,,,,,,,,,ми'тира,rus,,,,,,,,,1
измерить,2,,,,,,,,,,,,,БАСОКӀАСИННУ,native,,,,,,,1
измерить,1,,,,,,,,,ма́си,native,,,,,,,,,,,1
измождение,1,,,,,,,,,запи́гIир,native,,,,,,,,,,,1
измождённый,1,,,,,,,,,запи́гIо,native,,,,,,,,,,,1
измором,2,,,,,,,,,чIаргIо́,native,,,,,,,,,,,1
изморось,2,,,,,,,,,,,,,,,,,,,ЩИБАГЬÁР,native,1
измучать,1,,,,,,,,,чIо́ре бешди́,native,,,,,,,,,,,1
измызганный,1,,,,,,,,,чорока́ймалаб,native,,,,,,,,,,,1
измызгать,1,,,,,,,,,чорока́й,native,,,,,,,,,,,1
измышления,1,ХÍОЛА,native,,,,,,,,,,,,,,,,,,,1
измять,1,,,,,,,,,,,,,ЛӀУТУННУ,native,,,,,,,1
изначальный,1,,,,,,,,,ссеку́да,native,,,,,,,,,,,1
изнашиваемость,1,,,,,,,,,кьи́райр,native,,,,,,,,,,,1
изнашивание,1,,,,,,,,,бичIа́йр,native,,,,,,,,,,,1
изнашивать,2,,,,,,,,,,,,,,,,,,,Б/ИЧIИЧI/Ā́ЙЛЪ’А,native,1
изнашивать что-л.,2,,,,,,,,,,,,,,,,,КЬЕХА̅ЛА,native,,,1
изнашивать что-л.,1,,,,,,,,,,,,,,,,,,,КЬУ́РАX̅/ĀЙЛЪ’А,native,1
"изнашиваться, ветшать",1,,,,,,,КЬУ'РАЛЪ/АЛЪА,native,,,,,,,,,,,,,1
изнемогать,2,,,,,,,,,,,та̄'лъу/рулъIа,native,,,,,,,,,1
изнеможение,1,Б/́ИЧIАР,native,,,,,,,,,,,,,,,,,,,1
изнеможенный,1,,,,,,,,,ма́ъо,native,,,,,,,,,,,1
изнемочь,1,,,,,,,,,,,,,,,,,ОЪАТIУЛА,native,,,1
изничтожать,1,,,,,,,,,,,кьIо'къIо̄/рулъIа,native,,,,,,,,,1
изничтожать кого-л.,1,,,,,,,,,,,,,,,,,КЬИЧIИ́Л,native,,,1
изничтожение,1,,,,,,,,,,,кьичĪибакъве'ла̄йе,native,,,,,,,,,1
изничтожить кого-л.,1,,,,,,,,,,,,,,,,,,,КЬИЧ̅И́ЛБАКЪВḖЙАЙЛЪ’А,native,1
износ,3,,,,,,,,,,,кьу'ралъе,native,,,,,,,,,1
износиться на нитки,1,,,,,,,,,,,,,ЛЪИРЛЪИХХУДУ,native,,,,,,,1
изношенность,1,БАСРÁЛГЬАР,native,,,,,,,,,,,,,,,,,,,1
изношенный,2,ЧИᴴЧ́У/Б,native,,,,,,,,,,,,,,,,,,,1
"изношенный, ветхий",1,,,,,,,КЬУРА'/Б,native,,,,,,,,,,,,,1
изнурение,3,,,,,,,,,,,,,,,,,,,ЧIАЧIАНÁЛАР,native,1
изнурять,2,,,,,,,,,,,,,,,,,,,ЧУ́ᴴХЪӢЛЪ’А,native,1
"изнурять, томить",1,,,,,,,ПА'НАЛЪА¯/ЛЪА,native,,,,,,,,,,,,,1
изнутри,2,,,,,,,,,,,ге'лIуне,native,,,,,,,,,1
"изнывать (от духоты, от жажды)",1,Б/ÉЩИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
"изнывать, изнемогать, млеть",1,,,,,,,ПАНА'ЛЪ/АЛЪА,native,,,,,,,,,,,,,1
изо всех углов,1,,,,,,,,,бекIуне́ку,native,,,,,,,,,,,1
изо дня в день,1,,,,,ЗИБУРУ-ЗИБУ́ХЪИ,native,,,,,,,,,,,,,,,1
изобильный,2,,,,,,,,,,,гьаза'да/б/е,native,,,,,,,,,1
изобильный,3,,,,,,,,,гьарзатза́ймалигьаб,native,,,,,,,,,,,1
"изобильный, вдоволь, вволю, просторный",1,,,,,,,,,,,,,ЩОРТОН,native,,,,,,,1
изобличительный,1,,,,,,,,,кIкIванда́йхаб,native,,,,,,,,,,,1
изображать письменно,1,,,,,,,,,,,б/илъу'/рулъIа,native,,,,,,,,,1
изобретательный,1,,,,,,,,,,,с̄ихIи'да/б/е,native,,,,,,,,,1
"изогнуться, изгибаться, горбиться",1,,,,,,,,,,,,,КЪУЛУННУ,native,,,,,,,1
изодрать,1,,,,,,,,,кьарда́й,native,,,,,,,,,,,1
изолирование,1,,,,,,,,,батIалъа́йр,native,,,,,,,,,,,1
изолированный,1,,,,,,,,,батIалъа́б,native,,,,,,,,,,,1
изолиро­вать,3,,,,,,,,,б=итIа́й,native,,,,,,,,,,,1
изолятор,1,,,чин/и́,pers,,,,,,,,,,,,,,,,,1
изорванный,1,,,,,,,,,,,хъахъара'да/б/е,native,,,,,,,,,1
изорваться,1,,,,,,,,,,,,,,,,,ХЪАХЪА̅ЛА,native,,,1
Израил (имя собств. мужское),1,ИЗРАГÍИЛ,arab,,,,,,,,,,,,,,,,,,,1
изранить,1,,,,,,,,,вунсса́ссу вила́й,native,,,,,,,,,,,1
израсходование,4,,,,,,,,,,,,,,,,,,,Б/ЕТIУ́ТIАР²,native,1
израсходоваться,1,,,,,,,,,,,,,,,,,,,Б/ЕТIУ́ТI/ИЛЪ’А²,native,1
изречь,1,,,,,,,,,кала́м и́гьи,arab,,,,,,,,,,,1
"изрешетить, стать дырявым",1,,,,,,,,,,,,,КӀОЛИБАХУДУ,native,,,,,,,1
изрешетиться,1,,,,,,,,,,,,,СУСУКӀУХУДУ,native,,,,,,,1
изрубить,1,,,,,,,,,хъабхъадо́ бигьи́,native,,,,,,,,,,,1
изрыть,1,,,,,,,,,муххаххи́,native,,,,,,,,,,,1
изувечение,1,,,,,,,,,,,,,,,,,,,БАСРÁЛЪАР,native,1
изувечиваться,1,БАСРÁЛГЬИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
изувечиваться (от побоев),1,,,,,,,,,,,,,,,,,,,БАСРÁЛЪ/ИЛЪ’А,native,1
изувечиться,1,,,,,,,,,гIайиби́,arab,,,,,,,,,,,1
изумить,1,,,,,,,,,тамаша́ймалигьи,pers,,,,,,,,,,,1
изумление,4,,,,,,,,,,,хIералъило̄тIайе,native,,,,,,,,,1
изумляться,2,,,,,,,,,,,,,,,,,САГЬИ́ЛЛЪИ̅ЛА,native,,,1
изуродованный,1,,,,,,,,,су́раймалаб,native,,,,,,,,,,,1
изуродовать,1,,,,,,,,,су́рай,native,,,,,,,,,,,1
изустный,1,,,,,,,,,хе́ку-хе́ссуб,native,,,,,,,,,,,1
изъян,6,,,сахъа́т,arab,,,,,,,,,,,,,,,,,1
изъять,1,,,,,,,,,,,рехъу'рулъIа,native,,,,,,,,,1
изысканность,1,,,,,,,,,чIурка́нлъи,native,,,,,,,,,,,1
изысканный,1,,,,,,,,,чIурка́наб,native,,,,,,,,,,,1
изюм,2,,,,,,,,,,,кIищми'щи,turk,,,,,,,,,1
изящество,2,ЧIУРКÁНЛГЬАР,native,,,,,,,,,,,,,,,,,,,1
изящная вещь,1,,,,,,,,,,,,,АНТӀИКӀА,native,,,,,,,1
икаться многократно,1,,,,,,,,,,,,,ШИРКЪГЕШДУ,native,,,,,,,1
икнуться,1,,,,,,,,,,,,,ШИРКЪГУННУ,native,,,,,,,1
икринка лягушек,1,,,,,,,,,,,,,,,,,ЙАШАЛ¹,native,,,1
икринки лягушек,2,,,,,,,,,,,кIа'ту,native,,,,,,,,,1
икринки лягушек,1,ЖВÁЛА²,native,,,,,,,,,,,,,,,,,,,1
или,2,,,,,,,,,,,йа,pers,,,,,,,,,1
илистая вода,1,,,щалла́й,native,,,,,,,,,,,,,,,,,1
илистый,1,,,,,,,,,щала́й,native,,,,,,,,,,,1
илхам,1,,,илхIа́м,native,,,,,,,,,,,,,,,,,1
им. с. Амин,1,,,,,,,,,,,ами'ни,arab,,,,,,,,,1
имам,2,,,,,,,,,има́м,arab,,,,,,,,,,,1
"имам, предводитель",1,,,,,,,,,,,,,ИМАМ,arab,,,,,,,1
Иман,1,,,,,ИМÁН,arab,,,,,,,,,,,,,,,1
имахоти,1,,,,,,,,,,,,,,,,,,,ИМАХВÁТИ,native,1
имбирь,1,,,,,,,,,,,,,,,,,ЗАᴴДЖИБИ́Р,native,,,1
имеется,1,,,и́да,native,,,,,,,,,,,,,,,,,1
именитый,1,̄С̄IЕРБЕЛЪ́У/Б,native,,,,,,,,,,,,,,,,,,,1
именно,1,,,,,,,,,батIа́да,native,,,,,,,,,,,1
именно так,1,БÁ̄ЛЕ,native,,,,,,,,,,,,,,,,,,,1
именовать,2,Б/́ИЛГЬИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
иметь,1,,,,,,,,,б=укIи́,native,,,,,,,,,,,1
иметь в виду,1,,,,,,,,,,,,,,,,,БА́ЦIНА,native,,,1
иметь время,1,,,ве́гI/и,native,,,,,,,,,,,,,,,,,1
иметь встречу,1,,,гьагъ/и́,native,,,,,,,,,,,,,,,,,1
иметь детей,3,,,,,,,,,рукIи́,native,,,,,,,,,,,1
иметь должность,1,,,,,,,,,,,,,,,,,ХIАЛТIИ̅ЛА,native,,,1
иметь досуг; успевать,1,,,,,,,,,,,,,,,,,,,РÉГI/ӢЛЪ’А¹,native,1
иметь жалкий вид,2,,,,,,,,,,,,,,,,,БИСКИ́ᴴЛЪИ̅ЛА,native,,,1
иметь жалкий вид,1,,,,,,,,,,,,,,,,,,,БИС̅КИ́ᴴЛЪ/ИЛЪ’А,native,1
иметь занятие,1,,,,,,,,,,,,,,,,,,,ХIÁЛТI/ӢЛЪ’А,native,1
иметь какое-либо занятие,1,,,,,,,БИ/ША'ᴴХЪ/АЛЪА,native,,,,,,,,,,,,,1
иметь половое сношение с женщиной,1,,,,,,,,,б=ила́й,native,,,,,,,,,,,1
иметь спрос,1,,,,,МУНИ́,native,,,,,,,,,,,,,,,1
"иметь, достать, приобрести",1,,,,,,,,,,,,,ДЖИБИЙДУ,native,,,,,,,1
имеющий,2,–ЧIАНА̄С,native,,,,,,,,,,,,,,,,,,,1
имеющий,1,,,,,,,,,,,,,,,,,,,И́ЙŌ/Б,native,1
имеющий веру,1,,,,,,,,,бу́жирлълъи,native,,,,,,,,,,,1
имитировать,3,,,,,,,,,,,э'лъ̄о̄/нулъIа,native,,,,,,,,,1
иммигрант,1,,,,,,,,,имигра́нт,rus,,,,,,,,,,,1
империализм,1,,,,,,,,,импирали́зм,rus,,,,,,,,,,,1
империалист,1,,,,,,,,,импирали́ст,rus,,,,,,,,,,,1
империя,1,,,,,,,,,импе́ри,rus,,,,,,,,,,,1
импорт,1,,,,,,,,,и́мпорт,native,,,,,,,,,,,1
"имущество, дававшееся родителями сыну при женитьбе или дочери при выходе замуж, приданое",1,,,,,,,,,,,,,МИШТӀУ,native,,,,,,,1
"имущество, оставшееся без хозяина",1,,,,,,,,,,,,,,,,,БАЙТУЛМА́ᴴ,arab,,,1
имущество; состояние,1,,,,,,,,,,,,,,,,,,,РИ́ЗИКЪА,arab,1
имущий,1,,,,,,,,,и́далIи,native,,,,,,,,,,,1
имя основателя с. Гагатль,1,,,,,,,,,,,,,ЙОЛУК,native,,,,,,,1
Имя собств. муж,1,,,,,,,,,багьа́дур,pers (<turk),,,,,,,,,,,1
"имя, название, наименование",1,,,,,,,Ц¯|ЕРИ',native,,,,,,,,,,,,,1
"имя, название, прозвище",1,,,,,,,,,,,,,ЦӀЦӀЕР,native,,,,,,,1
иначе,3,,,,,,,,,,,,,,,,,ЙАГЬА,native,,,1
"иначе, в противном случае",1,,,,,,,ГЬАЧ|ВА'Р,native,,,,,,,,,,,,,1
инвалид,1,ИНВАЛ́ИД,rus,,,,,,,,,,,,,,,,,,,1
инвалид,2,,,,,,,,,имвали́д,rus,,,,,,,,,,,1
инвалидность,1,,,,,,,,,и́мвалидлъи,native,,,,,,,,,,,1
ингуш,3,,,,,ИНГУ́ША/В,native,,,,,,,,,,,,,,,1
ингушка,2,,,ингу́шай,native,,,,,,,,,,,,,,,,,1
ингушка,3,,,,,ИНГУ́ША/Й,native,,,,,,,,,,,,,,,1
индеец,1,,,,,,,,,инде́йцав,rus,,,,,,,,,,,1
индейка горная,1,,,,,,,НУ'ЦИЯ,native,,,,,,,,,,,,,1
индейский,1,,,,,,,,,инде́йцалуб,rus,,,,,,,,,,,1
индейцы,1,,,,,,,,,инде́йцал,rus,,,,,,,,,,,1
индианка,3,,,,,,,,,инду́сай,rus,,,,,,,,,,,1
индианка,1,,,,,ИНДУ́СА/Й,rus,,,,,,,,,,,,,,,1
индийский,1,́ИНДИЙАЛЪ,native,,,,,,,,,,,,,,,,,,,1
индийцы,2,,,,,,,,,инду́сал,rus,,,,,,,,,,,1
индийцы,1,,,,,ИНДУ́СА/Л,rus,,,,,,,,,,,,,,,1
индонезийский,1,,,,,,,,,индоне́зийалъи,rus,,,,,,,,,,,1
индус,2,,,инду́сав,rus,,,,,,,,,,,,,,,,,1
индуска,3,,,инду́сай,rus,,,,,,,,,,,,,,,,,1
индусы,1,,,инду́сал,rus,,,,,,,,,,,,,,,,,1
индюк; индейка,1,,,,,,,ГУРГУ'Р,native,,,,,,,,,,,,,1
индюшка,1,,,,,,,,,инду́шка,native,,,,,,,,,,,1
"иней, изморозь",1,,,,,,,,,,,,,ЦӀЦӀИЛКЪУ,native,,,,,,,1
инертность,1,,,,,,,,,,,ту'хлъилайе,native,,,,,,,,,1
инертный,1,,,,,,,,,,,ту'хада/б/е,native,,,,,,,,,1
"инертный, медлительный",1,,,,,,,ТО'ХА/Б,native,,,,,,,,,,,,,1
инженерство,1,,,,,,,,,инджи́нерлъи,rus,,,,,,,,,,,1
инжир,2,,,ти́ни,native,,,,,,,,,,,,,,,,,1
инициативный,1,,,,,,,,,,,джи'гада/б/е,native,,,,,,,,,1
инкассатор,1,,,,,,,,,инкасса́тор,native,,,,,,,,,,,1
инкубация,1,,,,,,,,,инкуба́ци,native,,,,,,,,,,,1
